Region_code,Region_label,Urban_code,Urban_label,UrbanType,Area_code,Area_label,Population,Victimisations,Rate
2,Auckland,5,Southern Auckland Zone,Main,522721,Pigeon Mountain South,1450,1,0.1
14,Otago,23,Dunedin,Main,603400,Pine Hill,2450,3,0.2
9,Wellington,17,Upper Hutt Zone,Main,564530,Pinehaven,2840,1,0.1
2,Auckland,2,Northern Auckland Zone,Main,508804,Pinehill,4530,1,0
13,Canterbury,22,Christchurch,Main,586002,Pines-Kairaki Beach,500,0,
3,Waikato,501,Rural Centre,Rural,531500,Piopio,430,2,0.9
6,Hawke'sBay,12,Napier Zone,Main,547400,Pirimai,3570,7,0.4
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,527922,Pirongia,1500,3,0.4
13,Canterbury,112,Ashburton,Secondary,597712,Plains Railway,630,0,
8,Manawatu-Wanganui,107,Levin,Secondary,564231,Playford Park,3480,17,0.9
13,Canterbury,284,Pleasant Point,Minor,598320,Pleasant Point,1350,2,0.3
9,Wellington,19,Porirua Zone,Main,571900,Plimmerton,2200,3,0.3
9,Wellington,17,Upper Hutt Zone,Main,567500,Poets Block,2350,3,0.2
4,BayofPlenty,10,Rotorua,Main,538721,Poets Corner,280,2,1.4
8,Manawatu-Wanganui,502,Rural (Incl.some Off Shore Islands),Rural,560000,Pohangina,1160,2,0.3
8,Manawatu-Wanganui,502,Rural (Incl.some Off Shore Islands),Rural,559220,Pohonui-Porewa,2090,2,0.2
4,BayofPlenty,9,Tauranga,Main,537800,Poike,800,4,1
2,Auckland,4,Central Auckland Zone,Main,515002,Point Chevalier East,4880,33,1.3
2,Auckland,4,Central Auckland Zone,Main,515003,Point Chevalier South,1790,14,1.5
2,Auckland,4,Central Auckland Zone,Main,515001,Point Chevalier West,3840,10,0.5
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584923,Point Elizabeth,80,0,
2,Auckland,4,Central Auckland Zone,Main,517100,Point England,5050,29,1.1
2,Auckland,5,Southern Auckland Zone,Main,523114,Point View,5830,4,0.1
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,506657,Point Wells,420,0,
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,521131,Pokeno,2130,11,1
1,Northland,502,Rural (Incl.some Off Shore Islands),Rural,501620,Pokere-Waihaha,2650,2,0.1
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,527923,Pokuru,560,3,1
4,BayofPlenty,10,Rotorua,Main,539800,Pomare,1700,8,0.9
4,BayofPlenty,502,Rural (Incl.some Off Shore Islands),Rural,536654,Pongakawa,2780,9,0.6
2,Auckland,4,Central Auckland Zone,Main,515302,Ponsonby East,3790,22,1.1
2,Auckland,4,Central Auckland Zone,Main,515301,Ponsonby West,2780,5,0.3
6,Hawke'sBay,12,Napier Zone,Main,545621,Poraiti,2130,1,0.1
6,Hawke'sBay,502,Rural (Incl.some Off Shore Islands),Rural,549601,Porangahau,200,2,1.9
9,Wellington,19,Porirua Zone,Main,570800,Porirua Central,410,96,44.8
9,Wellington,19,Porirua Zone,Main,570900,Porirua East,2130,16,1.4
4,BayofPlenty,104,Whakatane,Secondary,542520,Poroporo,620,0,
3,Waikato,6,Hamilton Zone,Main,529501,Porritt,1940,11,1.1
14,Otago,23,Dunedin,Main,605200,Port Chalmers,1410,6,0.8
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,596600,Port Levy,80,0,
17,Nelson,21,Nelson,Main,582200,Port Nelson,90,0,
1,Northland,1,Whangarei,Main,503900,Port-Limeburners,50,7,26.8
7,Taranaki,506,Inlet-not in TA,Rural,621401,Port-Taranaki,0,0,
6,Hawke'sBay,502,Rural (Incl.some Off Shore Islands),Rural,545851,Poukawa,1370,0,
13,Canterbury,22,Christchurch,Main,587848,Prebbleton,2850,1,0.1
13,Canterbury,22,Christchurch,Main,590507,Prestons,690,6,1.7
2,Auckland,5,Southern Auckland Zone,Main,522400,Puhinui North,4840,28,1.1
2,Auckland,5,Southern Auckland Zone,Main,524603,Puhinui South,3110,65,4
4,BayofPlenty,10,Rotorua,Main,539310,Pukehangi North,2260,16,1.4
4,BayofPlenty,10,Rotorua,Main,539320,Pukehangi South,2950,9,0.6
2,Auckland,101,Pukekohe,Secondary,525910,Pukekohe North,9980,91,1.7
2,Auckland,101,Pukekohe,Secondary,525921,Pukekohe West,7450,20,0.5
3,Waikato,215,Waiuku,Minor,526106,Pukeoware,250,0,
3,Waikato,7,Cambridge Zone,Main,527931,Pukerimu,650,1,0.3
9,Wellington,19,Porirua Zone,Main,571800,Pukerua Bay,1920,1,0.1
3,Waikato,6,Hamilton Zone,Main,528320,Pukete,2500,3,0.2
3,Waikato,6,Hamilton Zone,Main,528402,Pukete West,2190,5,0.4
6,Hawke'sBay,502,Rural (Incl.some Off Shore Islands),Rural,545912,Puketitiri,360,1,0.5
14,Otago,114,Oamaru,Secondary,600811,Pukeuri,220,0,
1,Northland,502,Rural (Incl.some Off Shore Islands),Rural,501814,Punaruku-Kiripaka,4540,7,0.3
3,Waikato,233,Putaruru,Minor,535600,Putaruru,3970,26,1.3
8,Manawatu-Wanganui,15,Wanganui,Main,558100,Putiki,340,0,
4,BayofPlenty,9,Tauranga,Main,537602,Pyes Pa,7040,5,0.1
13,Canterbury,22,Christchurch,Main,596504,Quail Island,0,0,
14,Otago,117,Queenstown,Secondary,609304,Queenstown Bay,2360,90,7.3
14,Otago,117,Queenstown,Secondary,609302,Queenstown Hill,4100,113,5.3
3,Waikato,6,Hamilton Zone,Main,529401,Queenwood,3330,4,0.2
16,Tasman,502,Rural (Incl.some Off Shore Islands),Rural,581834,Rabbit Island,0,2,
8,Manawatu-Wanganui,255,Raetihi,Minor,555100,Raetihi,1080,12,2.1
3,Waikato,216,Raglan,Minor,526500,Raglan,3070,19,1.2
7,Taranaki,501,Rural Centre,Rural,553301,Rahotu,250,0,
13,Canterbury,309,Rakaia,Minor,597742,Rakaia,1190,1,0.2
8,Manawatu-Wanganui,106,Feilding,Secondary,561410,Rakiraki,330,1,0.6
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,616200,Rakitu Island,0,0,
2,Auckland,5,Southern Auckland Zone,Main,523816,Randwick Park,3840,21,1
14,Otago,501,Rural Centre,Rural,607900,Ranfurly,710,4,1.1
3,Waikato,103,Taupo,Secondary,541318,Rangatira,90,0,
3,Waikato,103,Taupo,Secondary,541317,Rangatira Park,780,4,1
13,Canterbury,116,Rangiora,Secondary,586308,Rangiora Central,2040,15,1.4
13,Canterbury,116,Rangiora,Secondary,586303,Rangiora East,2670,8,0.6
13,Canterbury,116,Rangiora,Secondary,586306,Rangiora North,3520,20,1.1
13,Canterbury,116,Rangiora,Secondary,586307,Rangiora West,3070,1,0.1
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,541501,Rangipo,110,2,3.5
4,BayofPlenty,502,Rural (Incl.some Off Shore Islands),Rural,541342,Rangitaiki,150,1,1.3
4,BayofPlenty,502,Rural (Incl.some Off Shore Islands),Rural,536653,Rangiuru,2220,9,0.8
9,Wellington,20,Wellington Zone,Main,574304,Rangoon Heights,2660,2,0.1
2,Auckland,3,Western Auckland Zone,Main,513213,Ranui Domain,3420,21,1.2
9,Wellington,19,Porirua Zone,Main,571000,Ranui Heights,1370,4,0.6
2,Auckland,3,Western Auckland Zone,Main,513214,Ranui South,3330,9,0.5
16,Tasman,21,Nelson,Main,581726,Ranzau,810,0,
13,Canterbury,22,Christchurch,Main,591200,Rapaki Track,1460,2,0.3
18,Marlborough,502,Rural (Incl.some Off Shore Islands),Rural,580449,Rapaura,1240,2,0.3
9,Wellington,20,Wellington Zone,Main,574100,Raroa,3870,5,0.2
8,Manawatu-Wanganui,501,Rural Centre,Rural,558800,Ratana Community,360,0,
1,Northland,1,Whangarei,Main,503500,Raumanga East,1880,28,2.8
1,Northland,1,Whangarei,Main,503800,Raumanga West,3240,19,1.1
9,Wellington,25,Kapiti,Main,566101,Raumati Beach,5080,7,0.3
9,Wellington,25,Kapiti,Main,566102,Raumati South,3750,10,0.5
6,Hawke'sBay,502,Rural (Incl.some Off Shore Islands),Rural,545301,Raupunga,650,0,
6,Hawke'sBay,13,Hastings Zone,Main,547900,Raureka,4510,18,0.8
8,Manawatu-Wanganui,502,Rural (Incl.some Off Shore Islands),Rural,532601,Raurimu,560,1,0.3
14,Otago,23,Dunedin,Main,604720,Ravensbourne,1280,1,0.1
13,Canterbury,278,Woodend,Minor,586128,Ravenswood,10,0,
1,Northland,501,Rural Centre,Rural,500600,Rawene,540,4,1.4
13,Canterbury,22,Christchurch,Main,595700,Rawhiti,3700,29,1.5
2,Auckland,2,Northern Auckland Zone,Main,505808,Red Beach East,4140,13,0.6
2,Auckland,2,Northern Auckland Zone,Main,505807,Red Beach West,2730,2,0.1
2,Auckland,5,Southern Auckland Zone,Main,525700,Red Hill,2730,14,1
3,Waikato,101,Pukekohe,Secondary,521114,Redoubt,220,4,3.5
2,Auckland,5,Southern Auckland Zone,Main,523818,Redoubt East,940,1,0.2
2,Auckland,5,Southern Auckland Zone,Main,523722,Redoubt North,5460,23,0.8
2,Auckland,5,Southern Auckland Zone,Main,523820,Redoubt South,6990,15,0.4
13,Canterbury,113,Timaru,Secondary,599900,Redruth,70,2,5.5
13,Canterbury,22,Christchurch,Main,588101,Redwood North,4430,5,0.2
13,Canterbury,22,Christchurch,Main,588102,Redwood South,3080,10,0.6
18,Marlborough,26,Blenheim,Main,581250,Redwoodtown,5620,22,0.7
12,WestCoast,275,Reefton,Minor,584600,Reefton,1010,3,0.6
1,Northland,1,Whangarei,Main,502800,Regent,1750,32,3.5
1,Northland,502,Rural (Incl.some Off Shore Islands),Rural,505010,Rehia-Oneriri,5870,11,0.4
2,Auckland,4,Central Auckland Zone,Main,516002,Remuera South,4240,15,0.7
2,Auckland,4,Central Auckland Zone,Main,516101,Remuera West,3780,7,0.4
18,Marlborough,26,Blenheim,Main,580300,Renwick,2230,4,0.3
3,Waikato,501,Rural Centre,Rural,538842,Reporoa,450,1,0.4
9,Wellington,19,Porirua Zone,Main,565603,Resolution,240,0,
2,Auckland,3,Western Auckland Zone,Main,511402,Rewarewa,4800,8,0.3
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,506652,Rewiti,2170,4,0.4
13,Canterbury,22,Christchurch,Main,590800,Riccarton,4610,63,2.6
13,Canterbury,22,Christchurch,Main,590900,Riccarton South,610,35,11
13,Canterbury,22,Christchurch,Main,590702,Riccarton West,3210,8,0.5
15,Southland,24,Invercargill,Main,611100,Richmond,2910,9,0.6
16,Tasman,21,Nelson,Main,584201,Richmond East,6330,25,0.8
3,Waikato,103,Taupo,Secondary,541760,Richmond Heights,2310,3,0.2
16,Tasman,502,Rural (Incl.some Off Shore Islands),Rural,581811,Richmond Hill,80,0,
13,Canterbury,22,Christchurch,Main,593200,Richmond North,2380,19,1.5
13,Canterbury,22,Christchurch,Main,593300,Richmond South,1990,12,1.2
16,Tasman,21,Nelson,Main,584202,Richmond West,6600,15,0.4
5,Gisborne,11,Gisborne,Main,544900,Riverdale,2280,17,1.4
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,506653,Riverhead,3510,0,
2,Auckland,3,Western Auckland Zone,Main,505603,Riverhead Urban,1490,4,0.5
18,Marlborough,26,Blenheim,Main,580432,Riverlands,480,1,0.4
3,Waikato,6,Hamilton Zone,Main,530800,Riverlea,2830,11,0.7
15,Southland,501,Rural Centre,Rural,609500,Riversdale Community,380,1,0.5
1,Northland,1,Whangarei,Main,503200,Riverside,790,4,1
9,Wellington,17,Upper Hutt Zone,Main,564602,Riverstone Terraces,1500,0,
15,Southland,299,Riverton,Minor,612801,Riverton East,460,8,3.3
